siren,ind_adhesion_directe,siren_membre
200078913,1,214400889
200078913,1,214401002
200078913,1,214401028
200078913,0,214401085
200078913,0,214401176
200078913,1,214401275
200078913,1,214401309
200078913,0,214401408
200078913,0,214401416
200078913,1,214401424
200078913,1,214401556
200078913,1,214401564
200078913,1,214401572
200078913,1,214401598
200078913,1,214401655
200078913,0,214401697
200078913,1,214401739
200078913,1,214401747
200078913,1,214401887
200078913,1,214402067
200078913,0,214402125
200078913,1,214402166
200078913,1,214402232
200078913,0,218501906
200078913,0,218502623
200078962,0,200085868
200078962,0,213500093
200078962,0,213500101
200078962,0,213500291
200078962,0,213500341
200078962,0,213500440
200078962,0,213500499
200078962,0,213500705
200078962,0,213500788
200078962,0,213500929
200078962,0,213500952
200078962,0,213501042
200078962,0,213501166
200078962,0,213501224
200078962,0,213501323
200078962,0,213501539
200078962,0,213501596
200078962,0,213501794
200078962,0,213501869
200078962,0,213502248
200078962,0,213502461
200078962,0,213502479
200078962,0,213502552
200078962,0,213502594
200078962,0,213502792
200078962,0,213502917
200078962,0,213502990
200078962,0,213503063
200078962,0,213503428
200078962,0,213503618
200078962,0,213503626
200078970,0,212404669
200078970,0,213300452
200078970,0,213301088
200078970,0,213301732
200078970,0,213301815
200078970,0,213302433
200078970,0,213303282
200078970,0,213303860
200078970,0,213303902
200078970,0,213303944
200078970,0,213303969
200078970,0,213304066
200078970,0,213304207
200078970,0,213304264
200078970,0,213304371
200078970,0,213304595
200078970,0,213304611
200078970,0,213304801
200078970,0,213304850
200078970,0,213304991
200078970,0,213305469
200078988,1,219500394
200078988,0,219502564
200078988,1,219503927
200078988,1,219503943
200078988,1,219506789
200078996,0,213300015
200078996,0,213300148
200078996,0,213300528
200078996,0,213300627
200078996,0,213300882
200078996,0,213301385
200078996,0,213301666
200078996,0,213301732
200078996,0,213301740
200078996,0,213301799
200078996,0,213301914
200078996,0,213301989
200078996,0,213302227
200078996,0,213302433
200078996,0,213302615
200078996,0,213302904
200078996,0,213303027
200078996,0,213303209
200078996,0,213303282
200078996,0,213303324
200078996,0,213303423
200078996,0,213303472
200078996,0,213303621
200078996,0,213303647
200078996,0,213303738
200078996,0,213303845
200078996,0,213303852
200078996,0,213303860
200078996,0,213303936
200078996,0,213303944
200078996,0,213303969
200078996,0,213304066
200078996,0,213304421
200078996,0,213304470
200078996,0,213304611
200078996,0,213304728
200078996,0,213304785
200078996,0,213305097
200078996,0,213305261
200079036,0,200083798
200079036,0,211800073
200079036,0,211800123
200079036,0,211800149
200079036,0,211800172
200079036,0,211800198
200079036,0,211800206
200079036,0,211800255
200079036,0,211800263
200079036,0,211800321
200079036,0,211800396
200079036,0,211800487
200079036,0,211800537
200079036,0,211800560
200079036,0,211800610
200079036,0,211800628
200079036,0,211800743
200079036,0,211800750
200079036,0,211800776
200079036,0,211800792
200079036,0,211800800
200079036,0,211800826
200079036,0,211800909
200079036,0,211800941
200079036,0,211800982
200079036,0,211800990
200079036,0,211801014
200079036,0,211801022
200079036,0,211801048
200079036,0,211801055
200079036,0,211801063
200079036,0,211801089
200079036,0,211801105
200079036,0,211801113
200079036,0,211801139
200079036,0,211801162
200079036,0,211801188
200079036,0,211801204
200079036,0,211801253
200079036,0,211801329
200079036,0,211801394
200079036,0,211801436
200079036,0,211801444
200079036,0,211801469
200079036,0,211801519
200079036,0,211801543
200079036,0,211801550
200079036,0,211801600
200079036,0,211801634
200079036,0,211801642
200079036,0,211801758
200079036,0,211801840
200079036,0,211801956
200079036,0,211801964
200079036,0,211802004
200079036,0,211802087
200079036,0,211802152
200079036,0,211802202
200079036,0,211802244
200079036,0,211802335
200079036,0,211802400
200079036,0,211802418
200079036,0,211802426
200079036,0,211802434
200079036,0,211802467
200079036,0,211802517
200079036,0,211802566
200079036,0,211802574
200079036,0,211802582
200079036,0,211802608
200079036,0,211802624
200079036,0,211802657
200079036,0,211802723
200079036,0,211802749
200079036,0,211802756
200079036,0,211802863
200079036,0,211802871
200079044,0,211800362
200079044,0,211800446
200079044,0,211800552
200079044,0,211800644
200079044,0,211800859
200079044,0,211801246
200079044,0,211801287
200079044,0,211801345
200079044,0,211801402
200079044,0,211801485
200079044,0,211801501
200079044,0,211801675
200079044,0,211801824
200079044,0,211801980
200079044,0,211802103
200079044,0,211802145
200079044,0,211802442
200079044,0,211802798
200079044,0,213600521
200079044,0,213600653
200079044,0,213600836
200079044,0,213600885
200079044,0,213601164
200079044,0,213601255
200079044,0,213601529
200079044,0,213601719
200079044,0,213601958
200079044,0,213602055
200079044,0,213602154
200079069,0,200076933
200079069,0,200083293
200079069,0,200083350
200079069,0,200085629
200079069,0,211600036
200079069,0,211600242
200079069,0,211600556
200079069,0,211600614
200079069,0,211600671
200079069,0,211600689
200079069,0,211600846
200079069,0,211600853
200079069,0,211600937
200079069,0,211600960
200079069,0,211601034
200079069,0,211601075
200079069,0,211601240
200079069,0,211601356
200079069,0,211601372
200079069,0,211601463
200079069,0,211601588
200079069,0,211601687
200079069,0,211601836
200079069,0,211601885
200079069,0,211601950
200079069,0,211602032
200079069,0,211602099
200079069,0,211602115
200079069,0,211602123
200079069,0,211602131
200079069,0,211602230
200079069,0,211602255
200079069,0,211602321
200079069,0,211602370
200079069,0,211602396
200079069,0,211602412
200079069,0,211602453
200079069,0,211602503
200079069,0,211602610
200079069,0,211602693
200079069,0,211602727
200079069,0,211602800
200079069,0,211602826
200079069,0,211602859
200079069,0,211602891
200079069,0,211602909
200079069,0,211602933
200079069,0,211603071
200079069,0,211603089
200079069,0,211603238
200079069,0,211603360
200079069,0,211603535
200079069,0,211603642
200079069,0,211603683
200079069,0,211603725
200079069,0,211603758
200079069,0,211603774
200079069,0,211603790
200079069,0,211603923
200079069,0,211603980
200079069,0,211604160
200079069,0,211604210
200079069,0,211604228
200079069,0,211604251
200079077,0,200055820
200079077,0,200059020
200079077,0,200059582
200079077,0,200060184
200079077,0,200066207
200079077,0,200078079
200079077,0,200083228
200079077,0,214400095
200079077,0,214400186
200079077,0,214400202
200079077,0,214400244
200079077,0,214400269
200079077,0,214400277
200079077,0,214400285
200079077,0,214400350
200079077,0,214400475
200079077,0,214400483
200079077,0,214400566
200079077,0,214400665
200079077,0,214400731
200079077,0,214400749
200079077,0,214400772
200079077,0,214400822
200079077,0,214400947
200079077,0,214400962
200079077,0,214401010
200079077,0,214401044
200079077,0,214401077
200079077,0,214401093
200079077,0,214401101
200079077,0,214401119
200079077,0,214401143
200079077,0,214401150
200079077,0,214401184
200079077,0,214401200
200079077,0,214401226
200079077,0,214401242
200079077,0,214401341
200079077,0,214401432
200079077,0,214401440
200079077,0,214401507
200079077,0,214401622
200079077,0,214401663
200079077,0,214401713
200079077,0,214401721
200079077,0,214401796
200079077,0,214401903
200079077,0,214401945
200079077,0,214401986
200079077,0,214402018
200079077,0,214402026
200079077,0,214402042
200079077,0,214402059
200079077,0,214402075
200079077,0,214402091
200079077,0,214402158
200079077,0,214402174
200079077,0,214402224
200079077,0,214900086
200079077,0,214900540
200079077,0,214900615
200079085,0,200054187
200079085,0,200056992
200079085,0,200062941
200079085,0,200063105
200079085,0,200083129
200079085,0,200083285
200079085,0,211600101
200079085,0,211600127
200079085,0,211600135
200079085,0,211600143
200079085,0,211600184
200079085,0,211600283
200079085,0,211600309
200079085,0,211600325
200079085,0,211600366
200079085,0,211600408
200079085,0,211600416
200079085,0,211600457
200079085,0,211600507
200079085,0,211600564
200079085,0,211600572
200079085,0,211600622
200079085,0,211600721
200079085,0,211600747
200079085,0,211600754
200079085,0,211600895
200079085,0,211600903
200079085,0,211600911
200079085,0,211600994
200079085,0,211601026
200079085,0,211601059
200079085,0,211601117
200079085,0,211601166
200079085,0,211601182
200079085,0,211601331
200079085,0,211601505
200079085,0,211601513
200079085,0,211601521
200079085,0,211601679
200079085,0,211601695
200079085,0,211601711
200079085,0,211601760
200079085,0,211601778
200079085,0,211601786
200079085,0,211601869
200079085,0,211602172
200079085,0,211602461
200079085,0,211602511
200079085,0,211602586
200079085,0,211602636
200079085,0,211602677
200079085,0,211603014
200079085,0,211603030
200079085,0,211603048
200079085,0,211603162
200079085,0,211603345
200079085,0,211603386
200079085,0,211603402
200079085,0,211603428
200079085,0,211603436
200079085,0,211603527
200079085,0,211603592
200079085,0,211603600
200079085,0,211603667
200079085,0,211603998
200079085,0,211604053
200079085,0,211604202
200079085,0,211604277
200079085,0,211700166
200079085,0,211700760
200079085,0,211701065
200079085,0,211701222
200079085,0,211701453
200079085,0,211701750
200079085,0,211701925
200079085,0,211702097
200079085,0,211702733
200079085,0,211703269
200079085,0,211703558
200079085,0,211703640
200079085,0,211704184
200079093,0,200058196
200079093,0,200064145
200079093,0,200081537
200079093,0,200082386
200079093,0,200083251
200079093,0,200085249
200079093,0,200085611
200079093,0,200086429
200079093,0,211600085
200079093,0,211600275
200079093,0,211600424
200079093,0,211600598
200079093,0,211600838
200079093,0,211601224
200079093,0,211601273
200079093,0,211601364
200079093,0,211601422
200079093,0,211601448
200079093,0,211601554
200079093,0,211601737
200079093,0,211601851
200079093,0,211601901
200079093,0,211601919
200079093,0,211601943
200079093,0,211601968
200079093,0,211601976
200079093,0,211602073
200079093,0,211602214
200079093,0,211602487
200079093,0,211602537
200079093,0,211602735
200079093,0,211602750
200079093,0,211603170
200079093,0,211603618
200079093,0,211603733
200079093,0,211603816
200079093,0,211603907
200079093,0,211603972
200079093,0,211604095
200079093,0,211700620
200079093,0,211701057
200079093,0,211701172
200079093,0,211701495
200079093,0,211701628
200079093,0,211702576
200079093,0,211703012
200079093,0,211703582
200079093,0,211704168
200079093,0,211704770
200079093,0,211704788
200079093,0,217900182
200079093,0,217901065
200079093,0,217901537
200079093,0,217901545
200079093,0,217901750
200079093,0,217901982
200079093,0,217903491
200079127,0,213200231
200079127,0,213200264
200079127,0,213200553
200079127,1,213200686
200079127,0,213200843
200079127,0,213201296
200079127,1,213201312
200079127,0,213201395
200079127,0,213201544
200079127,0,213201585
200079127,0,213201734
200079127,0,213202237
200079127,0,213202294
200079127,0,213202328
200079127,0,213202484
200079127,0,213202492
200079127,1,213202534
200079127,0,213202690
200079127,0,213203136
200079127,1,213203144
200079127,1,213203201
200079127,1,213203581
200079127,0,213203599
200079127,0,213203664
200079127,0,213203706
200079127,0,213203714
200079127,0,213203763
200079127,0,213203854
200079127,0,213204316
200079127,0,213204522
200079143,0,200056992
200079143,0,200058196
200079143,0,200062784
200079143,0,200085249
200079143,0,200085611
200079143,0,200094738
200079143,0,211600119
200079143,0,211600150
200079143,0,211600192
200079143,0,211600242
200079143,0,211600267
200079143,0,211600325
200079143,0,211600457
200079143,0,211600556
200079143,0,211600614
200079143,0,211600721
200079143,0,211600770
200079143,0,211600788
200079143,0,211600903
200079143,0,211601018
200079143,0,211601133
200079143,0,211601190
200079143,0,211601208
200079143,0,211601216
200079143,0,211601232
200079143,0,211601380
200079143,0,211601398
200079143,0,211601430
200079143,0,211601455
200079143,0,211601463
200079143,0,211601547
200079143,0,211601638
200079143,0,211601661
200079143,0,211601687
200079143,0,211601877
200079143,0,211601984
200079143,0,211601992
200079143,0,211602107
200079143,0,211602164
200079143,0,211602263
200079143,0,211602321
200079143,0,211602347
200079143,0,211602362
200079143,0,211602446
200079143,0,211602636
200079143,0,211602719
200079143,0,211602859
200079143,0,211602875
200079143,0,211602917
200079143,0,211602958
200079143,0,211602982
200079143,0,211603121
200079143,0,211603204
200079143,0,211603410
200079143,0,211603485
200079143,0,211603527
200079143,0,211603584
200079143,0,211603683
200079143,0,211603709
200079143,0,211603741
200079143,0,211603824
200079143,0,211603832
200079143,0,211603857
200079143,0,211603881
200079143,0,211603931
200079143,0,211603956
200079143,0,211604020
200079143,0,211604129
200079143,0,211604152
200079143,0,211604186
200079143,0,211604202
200079143,0,211604228
200079150,0,213200090
200079150,0,213200322
200079150,1,213200363
200079150,1,213201098
200079150,1,213201114
200079150,1,213201445
200079150,1,213201999
200079150,0,213202179
200079150,1,213203151
200079150,1,213203177
200079150,1,213203623
200079150,1,213204407
200079168,0,213200207
200079168,0,213200587
200079168,0,213201643
200079168,0,213202336
200079168,0,213202732
200079168,0,213202757
200079168,0,213203425
200079168,0,213203839
200079168,0,213204555
200079184,0,200062784
200079184,0,200076933
200079184,0,200083350
200079184,0,211600077
200079184,0,211600358
200079184,0,211600382
200079184,0,211600440
200079184,0,211600549
200079184,0,211600689
200079184,0,211600762
200079184,0,211600879
200079184,0,211601141
200079184,0,211601570
200079184,0,211601844
200079184,0,211601950
200079184,0,211602370
200079184,0,211602420
200079184,0,211602453
200079184,0,211602552
200079184,0,211602685
200079184,0,211603071
200079184,0,211603089
200079184,0,211603105
200079184,0,211603188
200079184,0,211603212
200079184,0,211603253
200079184,0,211603295
200079184,0,211603360
200079184,0,211603568
200079184,0,211603758
200079184,0,211603774
200079184,0,211603782
200079184,0,211603899
200079184,0,211603923
200079184,0,211603964
200079184,0,211604038
200079184,0,211604046
200079192,0,200060127
200079192,0,200064459
200079192,0,200084242
200079192,0,213800121
200079192,0,213800295
200079192,0,213800436
200079192,0,213801046
200079192,0,213801053
200079192,0,213801558
200079192,0,213801830
200079192,0,213802226
200079192,0,213802283
200079192,0,213802366
200079192,0,213802564
200079192,0,213803158
200079192,0,213803232
200079192,0,213803430
200079192,0,213803547
200079192,0,213803729
200079192,0,213803760
200079192,0,213803869
200079192,0,213803984
200079192,0,213804057
200079192,0,213804123
200079192,0,213804206
200079192,0,213804420
200079192,0,213804461
200079192,0,213804602
200079192,0,213805310
200079192,0,213805641
200079192,0,217300011
200079192,0,217300227
200079192,0,217300250
200079192,0,217300276
200079192,0,217300334
200079192,0,217300391
200079192,0,217300581
200079192,0,217300706
200079192,0,217300920
200079192,0,217301001
200079192,0,217301043
200079192,0,217301050
200079192,0,217301076
200079192,0,217301225
200079192,0,217301456
200079192,0,217301522
200079192,0,217301845
200079192,0,217301910
200079192,0,217302041
200079192,0,217302140
200079192,0,217302199
200079192,0,217302264
200079192,0,217302298
200079192,0,217302330
200079192,0,217302546
200079192,0,217302744
200079192,0,217302751
200079192,0,217303098
200079200,0,200058444
200079200,0,200060143
200079200,0,213800501
200079200,0,213800550
200079259,0,200056992
200079259,0,200063105
200079259,0,211600200
200079259,0,211600291
200079259,0,211600341
200079259,0,211600374
200079259,0,211600499
200079259,0,211600523
200079259,0,211600630
200079259,0,211600663
200079259,0,211600721
200079259,0,211600739
200079259,0,211600911
200079259,0,211601117
200079259,0,211601125
200079259,0,211601174
200079259,0,211601182
200079259,0,211601307
200079259,0,211601620
200079259,0,211601703
200079259,0,211601802
200079259,0,211602156
200079259,0,211602222
200079259,0,211602271
200079259,0,211602404
200079259,0,211602461
200079259,0,211602529
200079259,0,211602545
200079259,0,211602560
200079259,0,211602586
200079259,0,211602602
200079259,0,211602677
200079259,0,211602792
200079259,0,211602834
200079259,0,211602842
200079259,0,211603022
200079259,0,211603154
200079259,0,211603311
200079259,0,211603345
200079259,0,211603469
200079259,0,211603477
200079259,0,211603501
200079259,0,211603543
200079259,0,211603576
200079259,0,211603626
200079259,0,211603659
200079259,0,211603949
200079259,0,211604244
200079259,0,211700331
200079259,0,211700554
200079259,0,211701131
200079259,0,211701677
200079259,0,211701735
200079259,0,211703095
200079259,0,211703665
200079259,0,213301245
200079259,0,213301385
200079259,0,213301542
200079259,0,213301666
200079259,0,213302185
200079259,0,213303159
200079259,0,213303852
200079275,0,200083350
200079275,0,211600077
200079275,0,211600093
200079275,0,211600168
200079275,0,211600382
200079275,0,211600549
200079275,0,211600762
200079275,0,211600960
200079275,0,211601281
200079275,0,211601349
200079275,0,211601646
200079275,0,211601836
200079275,0,211601885
200079275,0,211602057
200079275,0,211602123
200079275,0,211602255
200079275,0,211602396
200079275,0,211602453
200079275,0,211602644
200079275,0,211602701
200079275,0,211602891
200079275,0,211603105
200079275,0,211603295
200079275,0,211603451
200079275,0,211603642
200079275,0,211603980
200079275,0,218704401
200079275,0,218718906
200079275,0,218720407
200079317,0,213200306
200079317,1,213200421
200079317,1,213200454
200079317,0,213200777
200079317,1,213201049
200079317,0,213201288
200079317,1,213201569
200079317,0,213201593
200079317,1,213201726
200079317,0,213201874
200079317,1,213202153
200079317,1,213202542
200079317,0,213202567
200079317,1,213202575
200079317,0,213202658
200079317,0,213202856
200079317,0,213202930
200079317,0,213203268
200079317,1,213203607
200079317,1,213203896
200079317,0,213203938
200079317,1,213203946
200079333,1,213200280
200079333,1,213200348
200079333,1,213201148
200079333,1,213201163
200079333,0,213201676
200079333,1,213201775
200079333,1,213202260
200079333,0,213202385
200079333,1,213202633
200079333,1,213202781
200079333,1,213202815
200079333,1,213203235
200079333,1,213203557
200079333,1,213203631
200079333,1,213203730
200079333,1,213203755
200079333,1,213203979
200079333,1,213204019
200079333,1,213204159
200079333,1,213204191
200079333,1,213204662
200079341,0,213200223
200079341,1,213200314
200079341,1,213201130
200079341,1,213201155
200079341,1,213201254
200079341,1,213201908
200079341,1,213202278
200079341,1,213202997
200079341,1,213203383
200079341,1,213204233
200079366,1,200086908
200079366,0,213200017
200079366,0,213200041
200079366,0,213200173
200079366,1,213200223
200079366,0,213200272
200079366,0,213200462
200079366,1,213200496
200079366,0,213200637
200079366,1,213200702
200079366,0,213200819
200079366,0,213200934
200079366,0,213201080
200079366,1,213201353
200079366,1,213201361
200079366,0,213201452
200079366,1,213201510
200079366,1,213201619
200079366,1,213201635
200079366,1,213201700
200079366,1,213201916
200079366,0,213201924
200079366,0,213202096
200079366,1,213202187
200079366,1,213202195
200079366,1,213202203
200079366,1,213202229
200079366,1,213202351
200079366,0,213202443
200079366,1,213202450
200079366,1,213203102
200079366,1,213203193
200079366,1,213203250
200079366,1,213203300
200079366,0,213203334
200079366,0,213203540
200079366,0,213203789
200079366,1,213203805
200079366,1,213203987
200079366,1,213204035
200079366,1,213204142
200079366,0,213204241
200079366,1,213204399
200079366,1,213204431
200079366,0,213204605
200079366,0,213204613
200079366,0,213204639
200079408,0,200065449
200079408,0,217100072
200079408,1,217100262
200079408,1,217100577
200079408,1,217100585
200079408,0,217100684
200079408,0,217100890
200079408,1,217101377
200079408,1,217101450
200079408,0,217101468
200079408,1,217101641
200079408,0,217102144
200079408,0,217102490
200079408,1,217102524
200079408,0,217102649
200079408,1,217102722
200079408,1,217102839
200079408,0,217102870
200079408,0,217102961
200079408,0,217103845
200079408,0,217104025
200079408,0,217104173
200079408,0,217104926
200079408,0,217104959
200079408,0,217104983
200079408,0,217105071
200079408,1,217105154
200079408,1,217105550
200079481,0,200054047
200079481,0,200054195
200079481,0,200083350
200079481,0,211600010
200079481,0,211600077
200079481,0,211600093
200079481,0,211600168
200079481,0,211600648
200079481,0,211600655
200079481,0,211600705
200079481,0,211600713
200079481,0,211600861
200079481,0,211601000
200079481,0,211601315
200079481,0,211601323
200079481,0,211601349
200079481,0,211601646
200079481,0,211601810
200079481,0,211601828
200079481,0,211602057
200079481,0,211602313
200079481,0,211602495
200079481,0,211603063
200079481,0,211603378
200079481,0,211603451
200079481,0,211603634
200079481,0,218701803
200079481,0,218706901
200079481,0,218710002
200079481,0,218710101
200079481,0,218710804
200079507,1,216300236
200079507,1,216300566
200079507,1,216300657
200079507,1,216301325
200079507,1,216301366
200079507,1,216301424
200079507,0,216301457
200079507,0,216301887
200079507,0,216302059
200079507,0,216302802
200079507,1,216303370
200079507,1,216303651
200079507,0,216304055
200079507,0,216304154
200079507,0,216304238
200079507,1,216304345
200079531,0,213400328
200079531,0,213402092
200079531,0,213402985
200079531,0,213402993
200079531,0,213403249
200079531,0,213403363
200079549,1,213100126
200079549,1,213100142
200079549,0,213100209
200079549,1,213100217
200079549,0,213100951
200079549,1,213101314
200079549,0,213101678
200079549,0,213102411
200079549,1,213102452
200079549,1,213102940
200079549,0,213103484
200079549,1,213104086
200079549,1,213104490
200079549,1,213104524
200079549,0,213105448
200079549,0,213105505
200079564,0,218300093
200079564,0,218300168
200079564,0,218300275
200079564,0,218300358
200079564,0,218300531
200079564,0,218300903
200079564,0,218301059
200079564,0,218301125
200079564,0,218301232
200079564,0,218301299
200079572,0,213100472
200079572,0,213100712
200079572,0,213101033
200079572,0,213101041
200079572,0,213101074
200079572,0,213101116
200079572,0,213101579
200079572,0,213101652
200079572,0,213101819
200079572,1,213102031
200079572,0,213102197
200079572,0,213102254
200079572,0,213102262
200079572,1,213102486
200079572,1,213102536
200079572,0,213102585
200079572,0,213102619
200079572,0,213102635
200079572,0,213102676
200079572,0,213102692
200079572,0,213102726
200079572,0,213102791
200079572,0,213102809
200079572,0,213102866
200079572,1,213102874
200079572,1,213103039
200079572,0,213103120
200079572,0,213103203
200079572,0,213103260
200079572,0,213103344
200079572,0,213103617
200079572,0,213103658
200079572,0,213103757
200079572,0,213103799
200079572,0,213103997
200079572,0,213104169
200079572,0,213104201
200079572,1,213104219
200079572,0,213104334
200079572,0,213104557
200079572,0,213104581
200079572,0,213104607
200079572,0,213104748
200079572,1,213104755
200079572,0,213104862
200079572,0,213104920
200079572,0,213105174
200079572,0,213105257
200079572,0,213105331
200079572,0,213105471
200079572,1,213105729
200079572,0,213105745
200079572,0,213105802
200079572,1,213105885
200079580,1,213400526
200079580,0,213400815
200079580,1,213400898
200079580,0,213401359
200079580,0,213401482
200079580,0,213401557
200079580,1,213401615
200079580,1,213401672
200079580,0,213401839
200079580,1,213402068
200079580,1,213402258
200079580,1,213402266
200079580,1,213403298
200079598,0,213400187
200079598,0,213400443
200079598,1,213400559
200079598,0,213400625
200079598,0,213400963
200079598,1,213401177
200079598,0,213401300
200079598,0,213401474
200079598,1,213402167
200079598,0,213402340
200079598,1,213402357
200079598,1,213402522
200079598,1,213402571
200079598,1,213402605
200079598,0,213402795
200079598,1,213403124
200079606,1,213400153
200079606,1,213400658
200079606,0,213400690
200079606,1,213400708
200079606,1,213401706
200079606,1,213402019
200079606,1,213402183
200079606,1,213402456
200079606,1,213402696
200079606,1,213403397
200079614,0,213400328
200079614,0,213400708
200079614,0,213400898
200079614,0,213401482
200079614,0,213401557
200079614,0,213402258
200079614,0,213403397
200079648,0,210701819
200079648,0,212601660
200079671,0,212305007
200079671,0,212306500
200079671,0,212307003
200079671,0,212307508
200079671,0,212308209
200079671,0,212310304
200079671,0,212311104
200079671,0,212314108
200079671,0,212314306
200079671,0,212316608
200079671,0,212317606
200079671,0,212317705
200079671,0,212319909
200079671,0,212320709
200079671,0,212323505
200079671,0,212324701
200079689,0,200082972
200079689,0,212300404
200079689,0,212302509
200079689,0,212302905
200079689,0,212303903
200079689,0,212304406
200079689,0,212304901
200079689,0,212306203
200079689,0,212307003
200079689,0,212308704
200079689,0,212311708
200079689,0,212314702
200079689,0,212324404
200079689,0,212326300
200079770,0,200083442
200079770,0,216000224
200079770,0,216000281
200079770,0,216000323
200079770,0,216000448
200079770,1,216000463
200079770,1,216000794
200079770,0,216000877
200079770,0,216001008
200079770,0,216001370
200079770,0,216001404
200079770,1,216001479
200079770,0,216001693
200079770,1,216002113
200079770,0,216002246
200079770,0,216002360
200079770,0,216002394
200079770,1,216002592
200079770,0,216002790
200079770,1,216003384
200079770,1,216004093
200079770,0,216004119
200079770,0,216004168
200079770,0,216004176
200079770,1,216004416
200079770,0,216004424
200079770,0,216004671
200079770,1,216004838
200079770,1,216004945
200079770,0,216004994
200079770,0,216005199
200079770,0,216005405
200079770,0,216005546
200079770,0,216005827
200079770,0,216005934
200079770,0,216006031
200079770,0,216006106
200079770,0,216006221
200079770,1,216006411
200079770,1,216006577
200079770,0,216006585
200079770,0,216006627
200079770,0,216006718
200079770,1,216006742
200079770,0,216006866
200079770,0,217701531
200079770,0,217702737
200079770,0,217703081
200079770,0,217703495
200079770,0,217703925
200079770,1,217704204
200079804,1,210900676
200079804,1,210900767
200079804,1,210901096
200079804,1,210901179
200079804,1,210901468
200079804,1,210901476
200079804,1,210901708
200079804,1,210901856
200079804,1,210902706
200079804,1,210902755
200079804,1,210903381
200079804,0,213100027
200079804,1,213100241
200079804,1,213100274
200079804,1,213100332
200079804,1,213100522
200079804,0,213100548
200079804,0,213100993
200079804,0,213101009
200079804,1,213101280
200079804,1,213101454
200079804,1,213101736
200079804,1,213102064
200079804,0,213102106
200079804,0,213102205
200079804,1,213102312
200079804,1,213102338
200079804,1,213102569
200079804,0,213102627
200079804,1,213102635
200079804,1,213102643
200079804,1,213103195
200079804,1,213103302
200079804,0,213103328
200079804,1,213103450
200079804,0,213103542
200079804,0,213103682
200079804,0,213103740
200079804,0,213103807
200079804,0,213103963
200079804,1,213104425
200079804,0,213104508
200079804,0,213104953
200079804,0,213105463
200079804,0,213105760
200079838,1,200083772
200079838,1,213300254
200079838,1,213300437
200079838,1,213301054
200079838,1,213301211
200079838,1,213301310
200079838,1,213301492
200079838,0,213301526
200079838,1,213301898
200079838,1,213302755
200079838,1,213302920
200079838,1,213302995
200079838,0,213303084
200079838,1,213303795
200079838,1,213303993
200079838,1,213304090
200079838,1,213304116
200079838,1,213304199
200079838,1,213304827
200079838,1,213305063
200079861,0,212600738
200079861,0,212601165
200079861,0,212601389
200079861,0,212601454
200079861,0,212601462
200079861,0,212602031
200079861,0,212602619
200079861,0,212602841
200079861,0,212603351
200079861,0,212603484
200079861,0,212603609
200079929,1,200083772
200079929,0,213300403
200079929,0,213300817
200079929,1,213300981
200079929,0,213301203
200079929,0,213301567
200079929,1,213302318
200079929,1,213303274
200079929,1,213303555
200079929,1,213304645
200079929,1,213305527
200079937,0,200083780
200079937,0,213300387
200079937,0,213301252
200079937,0,213301286
200079937,0,213301344
200079937,0,213301773
200079937,0,213301930
200079937,0,213302037
200079937,0,213302086
200079937,0,213302409
200079937,0,213303001
200079937,0,213303092
200079937,0,213303480
200079937,0,213303837
200079937,0,213304124
200079937,0,213304769
200079937,0,213304900
200079937,0,213304934
200079937,0,213305147
200079937,0,213305212
200079937,0,213305386
200079937,0,213305402
200079937,0,213305410
200079937,0,213305444
200079945,1,212700983
200079945,0,212703920
200079945,1,212706725
200079945,0,216005850
200079945,1,217600485
200079945,1,217600675
200079945,1,217600931
200079945,1,217601244
200079945,1,217601426
200079945,1,217602010
200079945,1,217602291
200079945,1,217602309
200079945,1,217602424
200079945,1,217602606
200079945,1,217602630
200079945,1,217602929
200079945,1,217603125
200079945,1,217603521
200079945,1,217603588
200079945,1,217603646
200079945,1,217604313
200079945,1,217604503
200079945,1,217604552
200079945,1,217604636
200079945,1,217604693
200079952,0,218400521
200079952,0,218400893
200079952,0,218401339
200080042,1,200014512
200080042,1,200064210
200080042,1,200081198
200080042,1,213100019
200080042,1,213100050
200080042,1,213100076
200080042,1,213100084
200080042,1,213100092
200080042,1,213100100
200080042,1,213100118
200080042,1,213100126
200080042,1,213100134
200080042,1,213100142
200080042,0,213100183
200080042,1,213100191
200080042,1,213100209
200080042,1,213100217
200080042,1,213100233
200080042,1,213100282
200080042,1,213100308
200080042,1,213100316
200080042,1,213100340
200080042,1,213100399
200080042,1,213100415
200080042,1,213100423
200080042,1,213100431
200080042,0,213100506
200080042,1,213100597
200080042,1,213100639
200080042,1,213100647
200080042,1,213100670
200080042,1,213100704
200080042,1,213100720
200080042,1,213100761
200080042,1,213100787
200080042,1,213100803
200080042,1,213100837
200080042,1,213100852
200080042,1,213100860
200080042,1,213100928
200080042,1,213100951
200080042,1,213101082
200080042,1,213101090
200080042,1,213101108
200080042,1,213101124
200080042,1,213101140
200080042,1,213101157
200080042,1,213101215
200080042,1,213101231
200080042,0,213101249
200080042,1,213101256
200080042,1,213101306
200080042,1,213101314
200080042,1,213101322
200080042,1,213101330
200080042,1,213101348
200080042,1,213101389
200080042,1,213101397
200080042,1,213101405
200080042,1,213101413
200080042,1,213101421
200080042,1,213101439
200080042,1,213101447
200080042,1,213101470
200080042,1,213101553
200080042,1,213101587
