siren,ind_adhesion_directe,siren_membre
200003317,0,214402166
200003317,0,214402232
200003317,0,218500155
200003317,0,218500387
200003317,0,218500643
200003317,0,218500726
200003317,0,218500817
200003317,0,218501021
200003317,0,218501088
200003317,0,218501294
200003317,0,218501427
200003317,0,218501906
200003317,0,218502086
200003317,0,218502102
200003317,0,218502466
200003317,0,218502623
200003713,0,200055085
200003713,0,200065944
200003713,0,200083855
200003713,0,200085140
200003713,0,200085801
200003713,0,200085835
200003713,0,210700019
200003713,0,210700068
200003713,0,210700126
200003713,0,210700183
200003713,0,210700266
200003713,0,210700373
200003713,0,210700381
200003713,0,210700472
200003713,0,210700498
200003713,0,210700548
200003713,0,210700647
200003713,0,210700712
200003713,0,210700753
200003713,0,210700803
200003713,0,210700829
200003713,0,210701041
200003713,0,210701058
200003713,0,210701066
200003713,0,210701082
200003713,0,210701199
200003713,0,210701207
200003713,0,210701215
200003713,0,210701231
200003713,0,210701306
200003713,0,210701363
200003713,0,210701371
200003713,0,210701421
200003713,0,210701504
200003713,0,210701512
200003713,0,210701546
200003713,0,210701751
200003713,0,210701926
200003713,0,210701959
200003713,0,210702007
200003713,0,210702031
200003713,0,210702049
200003713,0,210702064
200003713,0,210702098
200003713,0,210702122
200003713,0,210702155
200003713,0,210702205
200003713,0,210702221
200003713,0,210702247
200003713,0,210702262
200003713,0,210702320
200003713,0,210702353
200003713,0,210702395
200003713,0,210702486
200003713,0,210702494
200003713,0,210702676
200003713,0,210702692
200003713,0,210702767
200003713,0,210702866
200003713,0,210703260
200003713,0,214200024
200003713,0,214200065
200003713,0,214200099
200003713,0,214200123
200003713,0,214200172
200003713,0,214200198
200003713,0,214200206
200003713,0,214200214
200003713,0,214200222
200003713,0,214200230
200003713,0,214200289
200003713,0,214200305
200003713,0,214200347
200003713,0,214200354
200003713,0,214200370
200003713,0,214200388
200003713,0,214200404
200003713,0,214200420
200003713,0,214200453
200003713,0,214200461
200003713,0,214200503
200003713,0,214200545
200003713,0,214200586
200003713,0,214200602
200003713,0,214200677
200003713,0,214200727
200003713,0,214200750
200003713,0,214200842
200003713,0,214200875
200003713,0,214200891
200003713,0,214200917
200003713,0,214201014
200003713,0,214201055
200003713,0,214201071
200003713,0,214201089
200003713,0,214201097
200003713,0,214201154
200003713,0,214201170
200003713,0,214201196
200003713,0,214201212
200003713,0,214201220
200003713,0,214201261
200003713,0,214201303
200003713,0,214201345
200003713,0,214201360
200003713,0,214201378
200003713,0,214201394
200003713,0,214201402
200003713,0,214201428
200003713,0,214201469
200003713,0,214201477
200003713,0,214201501
200003713,0,214201519
200003713,0,214201592
200003713,0,214201642
200003713,0,214201691
200003713,0,214201725
200003713,0,214201790
200003713,0,214201808
200003713,0,214201881
200003713,0,214201956
200003713,0,214201972
200003713,0,214202046
200003713,0,214202053
200003713,0,214202111
200003713,0,214202178
200003713,0,214202194
200003713,0,214202210
200003713,0,214202244
200003713,0,214202277
200003713,0,214202285
200003713,0,214202350
200003713,0,214202384
200003713,0,214202400
200003713,0,214202467
200003713,0,214202475
200003713,0,214202525
200003713,0,214202566
200003713,0,214202699
200003713,0,214202780
200003713,0,214202798
200003713,0,214202806
200003713,0,214202855
200003713,0,214202863
200003713,0,214202871
200003713,0,214202889
200003713,0,214202905
200003713,0,214202988
200003713,0,214202996
200003713,0,214203010
200003713,0,214203044
200003713,0,214203069
200003713,0,214203101
200003713,0,214203127
200003713,0,214203135
200003713,0,214203150
200003713,0,214203184
200003713,0,214203218
200003713,0,214203242
200003713,0,214203283
200003713,0,214203291
200003713,0,214300022
200003713,0,214300030
200003713,0,214300048
200003713,0,214300055
200003713,0,214300071
200003713,0,214300089
200003713,0,214300105
200003713,0,214300121
200003713,0,214300188
200003713,0,214300196
200003713,0,214300204
200003713,0,214300212
200003713,0,214300246
200003713,0,214300253
200003713,0,214300261
200003713,0,214300287
200003713,0,214300303
200003713,0,214300329
200003713,0,214300345
200003713,0,214300360
200003713,0,214300378
200003713,0,214300394
200003713,0,214300410
200003713,0,214300428
200003713,0,214300436
200003713,0,214300451
200003713,0,214300469
200003713,0,214300477
200003713,0,214300493
200003713,0,214300519
200003713,0,214300535
200003713,0,214300576
200003713,0,214300584
200003713,0,214300618
200003713,0,214300626
200003713,0,214300667
200003713,0,214300691
200003713,0,214300774
200003713,0,214300782
200003713,0,214300840
200003713,0,214300873
200003713,0,214300899
200003713,0,214300915
200003713,0,214300923
200003713,0,214300956
200003713,0,214300972
200003713,0,214300980
200003713,0,214301012
200003713,0,214301020
200003713,0,214301095
200003713,0,214301111
200003713,0,214301137
200003713,0,214301145
200003713,0,214301152
200003713,0,214301194
200003713,0,214301228
200003713,0,214301244
200003713,0,214301269
200003713,0,214301277
200003713,0,214301293
200003713,0,214301301
200003713,0,214301343
200003713,0,214301350
200003713,0,214301376
200003713,0,214301384
200003713,0,214301400
200003713,0,214301418
200003713,0,214301426
200003713,0,214301434
200003713,0,214301442
200003713,0,214301459
200003713,0,214301525
200003713,0,214301533
200003713,0,214301541
200003713,0,214301566
200003713,0,214301574
200003713,0,214301582
200003713,0,214301590
200003713,0,214301608
200003713,0,214301624
200003713,0,214301632
200003713,0,214301640
200003713,0,214301657
200003713,0,214301665
200003713,0,214301681
200003713,0,214301723
200003713,0,214301731
200003713,0,214301749
200003713,0,214301772
200003713,0,214301806
200003713,0,214301814
200003713,0,214301848
200003713,0,214301863
200003713,0,214301871
200003713,0,214301905
200003713,0,214301921
200003713,0,214301970
200003713,0,214301988
200003713,0,214301996
200003713,0,214302002
200003713,0,214302036
200003713,0,214302044
200003713,0,214302051
200003713,0,214302101
200003713,0,214302119
200003713,0,214302127
200003713,0,214302135
200003713,0,214302150
200003713,0,214302168
200003713,0,214302176
200003713,0,214302184
200003713,0,214302234
200003713,0,214302242
200003713,0,214302259
200003713,0,214302275
200003713,0,214302291
200003713,0,214302309
200003713,0,214302317
200003713,0,214302333
200003713,0,214302366
200003713,0,214302382
200003713,0,214302408
200003713,0,214302416
200003713,0,214302440
200003713,0,214302465
200003713,0,214302499
200003713,0,214302515
200003713,0,214302531
200003713,0,214302549
200003713,0,214302572
200003713,0,214302598
200003713,0,214302606
200003713,0,214302630
200003713,0,214302655
200003713,0,214302671
200003713,0,214302689
200003713,0,216300020
200003713,0,216300038
200003713,0,216300103
200003713,0,216300236
200003713,0,216300277
200003713,0,216300376
200003713,0,216300392
200003713,0,216300566
200003713,0,216300574
200003713,0,216300657
200003713,0,216300764
200003713,0,216300814
200003713,0,216300863
200003713,0,216301044
200003713,0,216301051
200003713,0,216301192
200003713,0,216301325
200003713,0,216301366
200003713,0,216301374
200003713,0,216301390
200003713,0,216301424
200003713,0,216301473
200003713,0,216301580
200003713,0,216301614
200003713,0,216301622
200003713,0,216301739
200003713,0,216301747
200003713,0,216301796
200003713,0,216302075
200003713,0,216302117
200003713,0,216302182
200003713,0,216302216
200003713,0,216302307
200003713,0,216302562
200003713,0,216302588
200003713,0,216303099
200003713,0,216303123
200003713,0,216303149
200003713,0,216303198
200003713,0,216303230
200003713,0,216303248
200003713,0,216303289
200003713,0,216303313
200003713,0,216303370
200003713,0,216303412
200003713,0,216303537
200003713,0,216303552
200003713,0,216303719
200003713,0,216303743
200003713,0,216303842
200003713,0,216303941
200003713,0,216303982
200003713,0,216304121
200003713,0,216304311
200003713,0,216304345
200003713,0,216304410
200003713,0,216304543
200003713,0,216304659
200004240,1,200065449
200004240,0,200084564
200004240,1,217100072
200004240,1,217100304
200004240,1,217100429
200004240,0,217100502
200004240,1,217100577
200004240,1,217100650
200004240,1,217100684
200004240,0,217100916
200004240,1,217101120
200004240,1,217101252
200004240,1,217101278
200004240,1,217101286
200004240,1,217101302
200004240,1,217101377
200004240,1,217101468
200004240,1,217101476
200004240,1,217101633
200004240,0,217101781
200004240,1,217101997
200004240,0,217102177
200004240,1,217102318
200004240,1,217102409
200004240,1,217102425
200004240,1,217102649
200004240,1,217102870
200004240,0,217102896
200004240,1,217102904
200004240,0,217103167
200004240,1,217103449
200004240,1,217103589
200004240,1,217103811
200004240,1,217103878
200004240,1,217103977
200004240,1,217104009
200004240,1,217104272
200004240,0,217104413
200004240,1,217104462
200004240,1,217104520
200004240,1,217104587
200004240,0,217104694
200004240,0,217104702
200004240,1,217104884
200004240,1,217104926
200004240,1,217104959
200004240,0,217105188
200004240,1,217105212
200004240,1,217105246
200004240,1,217105329
200004240,0,217105451
200004240,0,217105469
200004240,0,217105477
200004240,0,217105717
200004257,0,218700508
200004257,1,218703502
200004257,0,218704005
200004257,1,218704203
200004257,0,218706208
200004257,0,218706307
200004257,0,218707008
200004257,0,218709301
200004257,1,218709905
200004257,0,218710507
200004257,0,218713808
200004257,1,218716108
200004257,0,218717007
200004257,0,218717403
200005163,0,200049377
200005163,0,200053734
200005163,0,200062644
200005163,0,200083483
200005163,0,200087344
200005163,0,216000109
200005163,0,216000125
200005163,0,216000596
200005163,0,216001438
200005163,0,216001610
200005163,0,216001966
200005163,0,216002162
200005163,1,216002378
200005163,1,216002550
200005163,0,216003061
200005163,0,216003186
200005163,1,216003244
200005163,0,216003277
200005163,0,216003673
200005163,0,216003913
200005163,1,216003970
200005163,1,216004077
200005163,0,216004226
200005163,0,216004473
200005163,0,216005066
200005163,0,216005116
200005163,1,216006049
200005163,0,216006437
200005163,0,216006692
200005353,1,216600015
200005353,0,216600031
200005353,1,216600049
200005353,1,216600056
200005353,0,216600064
200005353,0,216600072
200005353,0,216600098
200005353,1,216600106
200005353,0,216600122
200005353,1,216600130
200005353,0,216600148
200005353,0,216600155
200005353,0,216600171
200005353,0,216600189
200005353,1,216600197
200005353,1,216600205
200005353,0,216600213
200005353,1,216600221
200005353,1,216600239
200005353,1,216600247
200005353,1,216600254
200005353,0,216600262
200005353,0,216600270
200005353,0,216600288
200005353,0,216600296
200005353,0,216600304
200005353,0,216600320
200005353,0,216600338
200005353,0,216600346
200005353,0,216600353
200005353,1,216600361
200005353,0,216600379
200005353,0,216600387
200005353,0,216600395
200005353,1,216600403
200005353,0,216600411
200005353,0,216600429
200005353,1,216600437
200005353,0,216600445
200005353,1,216600452
200005353,0,216600460
200005353,1,216600478
200005353,1,216600494
200005353,1,216600502
200005353,0,216600510
200005353,0,216600528
200005353,1,216600544
200005353,0,216600551
200005353,0,216600569
200005353,1,216600577
200005353,1,216600585
200005353,0,216600601
200005353,0,216600619
200005353,1,216600627
200005353,1,216600635
200005353,1,216600643
200005353,0,216600668
200005353,0,216600676
200005353,1,216600684
200005353,0,216600692
200005353,0,216600700
200005353,0,216600718
200005353,0,216600726
200005353,0,216600734
200005353,0,216600742
200005353,0,216600759
200005353,0,216600767
200005353,0,216600775
200005353,1,216600783
200005353,0,216600791
200005353,1,216600809
200005353,1,216600817
200005353,1,216600825
200005353,0,216600833
200005353,0,216600841
200005353,1,216600858
200005353,1,216600866
200005353,1,216600882
200005353,0,216600890
200005353,1,216600908
200005353,0,216600916
200005353,0,216600924
200005353,0,216600957
200005353,0,216600965
200005353,0,216600973
200005353,1,216600981
200005353,0,216600999
200005353,0,216601005
200005353,0,216601013
200005353,1,216601021
200005353,0,216601039
200005353,0,216601047
200005353,1,216601054
200005353,1,216601062
200005353,0,216601070
200005353,1,216601088
200005353,0,216601096
200005353,1,216601112
200005353,0,216601120
200005353,0,216601138
200005353,0,216601161
200005353,0,216601179
200005353,0,216601187
200005353,1,216601195
200005353,0,216601203
200005353,1,216601211
200005353,1,216601229
200005353,1,216601237
200005353,1,216601245
200005353,1,216601252
200005353,0,216601260
200005353,0,216601278
200005353,1,216601286
200005353,0,216601302
200005353,0,216601328
200005353,0,216601344
200005353,0,216601369
200005353,1,216601377
200005353,0,216601385
200005353,0,216601393
200005353,0,216601401
200005353,1,216601419
200005353,1,216601427
200005353,0,216601435
200005353,0,216601443
200005353,0,216601450
200005353,0,216601468
200005353,0,216601476
200005353,0,216601492
200005353,0,216601500
200005353,0,216601518
200005353,0,216601526
200005353,1,216601534
200005353,1,216601542
200005353,1,216601559
200005353,0,216601567
200005353,1,216601575
200005353,0,216601583
200005353,1,216601591
200005353,1,216601609
200005353,1,216601617
200005353,0,216601625
200005353,0,216601641
200005353,1,216601658
200005353,1,216601666
200005353,0,216601674
200005353,0,216601690
200005353,0,216601708
200005353,0,216601724
200005353,1,216601732
200005353,0,216601740
200005353,0,216601765
200005353,0,216601773
200005353,1,216601781
200005353,0,216601799
200005353,0,216601807
200005353,1,216601815
200005353,0,216601823
200005353,0,216601831
200005353,0,216601849
200005353,1,216601856
200005353,0,216601864
200005353,0,216601880
200005353,0,216601898
200005353,1,216601906
200005353,1,216601922
200005353,1,216601930
200005353,0,216601948
200005353,0,216601955
200005353,1,216601971
200005353,0,216601989
200005353,1,216601997
200005353,0,216602011
200005353,1,216602029
200005353,0,216602037
200005353,0,216602045
200005353,0,216602052
200005353,0,216602060
200005353,0,216602078
200005353,1,216602094
200005353,0,216602102
200005353,0,216602110
200005353,0,216602128
200005353,0,216602136
200005353,0,216602144
200005353,0,216602151
200005353,0,216602169
200005353,0,216602177
200005353,1,216602185
200005353,1,216602193
200005353,0,216602201
200005353,0,216602219
200005353,1,216602227
200005353,1,216602235
200005353,0,216602243
200005353,0,216602268
200005353,0,216602276
200005353,0,216602284
200005353,0,216602300
200005353,0,216602318
200005353,0,216602326
200005353,1,216602334
200005353,0,216602342
200006302,0,215600073
200006302,0,215600131
200006302,0,215600214
200006302,0,215600230
200006302,0,215600263
200006302,0,215600297
200006302,0,215600313
200006302,0,215600347
200006302,0,215600362
200006302,0,215600404
200006302,0,215600461
200006302,0,215600545
200006302,0,215600552
200006302,0,215600628
200006302,0,215600636
200006302,0,215600693
200006302,0,215600784
200006302,0,215600834
200006302,0,215600859
200006302,0,215600867
200006302,0,215600891
200006302,0,215600909
200006302,0,215600941
200006302,0,215600966
200006302,0,215600974
200006302,0,215600982
200006302,0,215601014
200006302,0,215601048
200006302,0,215601071
200006302,0,215601162
200006302,0,215601188
200006302,0,215601196
200006302,0,215601212
200006302,0,215601303
200006302,0,215601485
200006302,0,215601618
200006302,0,215601626
200006302,0,215601667
200006302,0,215601683
200006302,0,215601691
200006302,0,215601758
200006302,0,215601766
200006302,0,215601774
200006302,0,215601790
200006302,0,215601816
200006302,0,215601857
200006302,0,215601865
200006302,0,215601881
200006302,0,215601931
200006302,0,215602202
200006302,0,215602335
200006302,0,215602343
200006302,0,215602582
200006302,0,215602632
200006369,0,200057685
200006369,0,212701999
200006369,0,212702799
200006369,0,212702849
200006369,0,212703045
200006369,0,212704266
200006369,1,216000950
200006369,1,216001685
200006369,1,219501012
200006369,1,219504297
200007227,0,218700102
200007227,0,218701506
200007227,0,218701902
200007227,0,218702108
200007227,0,218702504
200007227,0,218702702
200007227,0,218702900
200007227,0,218703007
200007227,0,218703205
200007227,0,218703700
200007227,0,218704609
200007227,0,218704807
200007227,0,218704906
200007227,0,218706505
200007227,0,218706604
200007227,0,218707107
200007227,0,218707206
200007227,0,218707305
200007227,0,218707503
200007227,0,218708105
200007227,0,218708204
200007227,0,218708402
200007227,0,218708501
200007227,0,218709202
200007227,0,218709400
200007227,0,218709608
200007227,0,218711000
200007227,0,218711208
200007227,0,218711406
200007227,0,218711505
200007227,0,218711901
200007227,0,218712008
200007227,0,218712404
200007227,0,218712602
200007227,0,218712701
200007227,0,218712909
200007227,0,218713501
200007227,0,218714004
200007227,0,218714103
200007227,0,218714400
200007227,0,218714608
200007227,0,218714806
200007227,0,218715100
200007227,0,218715407
200007227,0,218715605
200007227,0,218715803
200007227,0,218716207
200007227,0,218716405
200007227,0,218716603
200007227,0,218717601
200007227,0,218717700
200007227,0,218718500
200007227,0,218718609
200007227,0,218718708
200007227,0,218718807
200007227,0,218719102
200007227,0,218719201
200007227,0,218720100
200007227,0,218720506
200008167,0,213100779
200008167,0,213105844
200008167,0,218100246
200008167,0,218100642
200008167,0,218100998
200008167,0,218101459
200008167,0,218101756
200008167,0,218101780
200008167,0,218102176
200008167,0,218102721
200008167,0,218102762
200008167,0,218102796
200008167,0,218102937
200008167,0,218200442
200008167,0,218201150
200008167,0,218201218
200008167,0,218201507
200008167,0,218201671
200008167,0,218201762
200008167,0,218201887
200008167,0,218201929
200008167,0,218201945
200008423,0,200083681
200008423,0,200086569
200008423,0,217300045
200008423,0,217300052
200008423,0,217300078
200008423,0,217300110
200008423,0,217300144
200008423,0,217300185
200008423,0,217300193
200008423,0,217300201
200008423,0,217300292
200008423,0,217300300
200008423,0,217300318
200008423,0,217300326
200008423,0,217300342
200008423,0,217300367
200008423,0,217300482
200008423,0,217300490
200008423,0,217300532
200008423,0,217300615
200008423,0,217300631
200008423,0,217300649
200008423,0,217300656
200008423,0,217300680
200008423,0,217300797
200008423,0,217300813
200008423,0,217300821
200008423,0,217300862
200008423,0,217300870
200008423,0,217300888
200008423,0,217300896
200008423,0,217300904
200008423,0,217300946
200008423,0,217300961
200008423,0,217300979
200008423,0,217300987
200008423,0,217301019
200008423,0,217301068
200008423,0,217301092
200008423,0,217301100
200008423,0,217301142
200008423,0,217301209
200008423,0,217301217
200008423,0,217301233
200008423,0,217301241
200008423,0,217301290
200008423,0,217301308
200008423,0,217301324
200008423,0,217301373
200008423,0,217301399
200008423,0,217301415
200008423,0,217301464
200008423,0,217301530
200008423,0,217301548
200008423,0,217301597
200008423,0,217301605
200008423,0,217301621
200008423,0,217301688
200008423,0,217301704
200008423,0,217301712
200008423,0,217301753
200008423,0,217301787
200008423,0,217301795
200008423,0,217301860
200008423,0,217301886
200008423,0,217301928
200008423,0,217301969
200008423,0,217302009
200008423,0,217302025
200008423,0,217302108
200008423,0,217302116
200008423,0,217302132
200008423,0,217302165
200008423,0,217302207
200008423,0,217302223
200008423,0,217302256
200008423,0,217302280
200008423,0,217302348
200008423,0,217302371
200008423,0,217302405
200008423,0,217302413
200008423,0,217302439
200008423,0,217302470
200008423,0,217302496
200008423,0,217302520
200008423,0,217302629
200008423,0,217302686
200008423,0,217302702
200008423,0,217302728
200008423,0,217302777
200008423,0,217302819
200008423,0,217302835
200008423,0,217302884
200008423,0,217302926
200008423,0,217302934
200008423,0,217302942
200008423,0,217302975
200008423,0,217302983
200008423,0,217303031
200008423,0,217303080
200008423,0,217303106
200008423,0,217303122
200008423,0,217303171
200008423,0,217303262
200008555,0,218000081
200008555,0,218000107
200008555,0,218000222
200008555,0,218000784
200008555,0,218000883
200008555,0,218000958
200008555,0,218001113
200008555,0,218001147
200008555,0,218001303
200008555,0,218001386
200008555,0,218001402
200008555,0,218001485
200008555,0,218001592
200008555,0,218001725
200008555,0,218001790
200008555,0,218001923
200008555,0,218002079
200008555,0,218002137
200008555,0,218002210
200008555,0,218002335
200008555,0,218002418
200008555,0,218002699
200008555,0,218002830
200008555,0,218003051
200008555,0,218003275
200008555,0,218003309
200008555,0,218003325
200008555,0,218003341
200008555,0,218003655
200008555,0,218003903
200008555,0,218003986
200008555,0,218004059
200008555,0,218004448
200008555,0,218004620
200008555,0,218004778
200008555,0,218005072
200008555,0,218005098
200008555,0,218005411
200008555,0,218005767
200008555,0,218005841
200008555,0,218005874
200008555,0,218006005
200008555,0,218006310
200008555,0,218006658
200008555,0,218006708
200008555,0,218006732
200008555,0,218006757
200008555,0,218006799
200008555,0,218006922
200008555,0,218006955
200008555,0,218007292
200008555,0,218007441
200008555,0,218007466
200008555,0,218007557
200008555,0,218007789
200008555,0,218007821
200008571,0,216400242
200008571,1,216401026
200008571,0,216401224
200008571,0,216401257
200008571,0,216401406
200009116,0,200053890
200009116,0,200058428
200009116,0,200063139
200009116,0,200085579
200009116,0,200087138
200009116,0,215000167
200009116,0,215000217
200009116,0,215000233
200009116,0,215000241
200009116,0,215000365
200009116,0,215000522
200009116,0,215000597
200009116,0,215000704
200009116,0,215000787
200009116,0,215001512
200009116,0,215001777
200009116,0,215001819
200009116,0,215001827
200009116,0,215001983
200009116,0,215002080
200009116,0,215002106
200009116,0,215002460
200009116,0,215002650
200009116,0,215002692
200009116,0,215002890
200009116,0,215002981
200009116,0,215003286
200009116,0,215003682
200009116,0,215003732
200009116,0,215003948
200009116,0,215004052
200009116,0,215004227
200009116,0,215004458
200009116,0,215004797
200009116,0,215004821
200009116,0,215005091
200009116,0,215005109
200009116,0,215005174
200009116,0,215005331
200009116,0,215005521
200009116,0,215005711
200009116,0,215006065
200009116,0,215006099
200009116,0,215006297
200009884,0,213400104
200009884,0,213400112
200009884,0,213400120
200009884,0,213400146
200009884,0,213400161
200009884,0,213400229
200009884,0,213400237
200009884,0,213400245
200009884,0,213400278
200009884,0,213400294
200009884,0,213400351
200009884,0,213400435
200009884,0,213400476
200009884,0,213400500
200009884,0,213400575
200009884,0,213400583
200009884,0,213400609
200009884,0,213400666
200009884,0,213400773
200009884,0,213400781
200009884,0,213400823
200009884,0,213400872
200009884,0,213400880
200009884,0,213400906
200009884,0,213400955
200009884,0,213400997
200009884,0,213401029
200009884,0,213401086
200009884,0,213401136
200009884,0,213401144
200009884,0,213401169
200009884,0,213401185
200009884,0,213401201
200009884,0,213401227
200009884,0,213401235
200009884,0,213401250
200009884,0,213401276
200009884,0,213401292
200009884,0,213401318
200009884,0,213401342
200009884,0,213401508
200009884,0,213401524
200009884,0,213401532
200009884,0,213401540
200009884,0,213401599
200009884,0,213401631
200009884,0,213401649
200009884,0,213401698
200009884,0,213401722
200009884,0,213401730
200009884,0,213401763
200009884,0,213401771
200009884,0,213401797
200009884,0,213401854
200009884,0,213401920
200009884,0,213401953
200009884,0,213401987
200009884,0,213402027
200009884,0,213402043
200009884,0,213402084
200009884,0,213402100
200009884,0,213402159
200009884,0,213402175
